dt, Acceleration, Pressure, Their Altitude, Our Altitude
0.01,-14.31,77532,2200.92,2137.629201
0.01,-14.31,77493,2204.95,2140.928619
0.01,-13.78,77463,2208.06,2144.28753
0.01,-13.78,77430,2211.47,2147.607024
0.01,-13.78,77418,2212.71,2150.740307
0.01,-13.78,77408,2213.75,2153.643441
0.01,-14.31,77361,2218.61,2156.720953
0.01,-13.78,77338,2221,2159.814933
0.01,-14.31,77308,2224.11,2162.810218
0.01,-14.31,77272,2227.84,2165.960314
0.01,-14.31,77239,2231.26,2169.101899
0.01,-14.31,77208,2234.47,2172.284566
0,-14.31,77208,2234.47,2174.580695
0.01,-14.31,77181,2237.28,2177.526577
0.01,-14.84,77154,2240.08,2180.37951
0.01,-15.37,77109,2244.75,2183.434935
0.01,-12.19,77067,2249.11,2186.975696
0.01,-13.78,77047,2251.19,2189.96996
0.01,-13.78,76988,2257.32,2193.549209
0.01,-14.31,76959,2260.34,2196.849318
0.01,-14.31,76918,2264.6,2200.390143
0.01,-14.31,76896,2266.89,2203.709452
0.01,-14.84,76841,2272.62,2207.28431
0.01,-14.84,76845,2272.2,2210.432572
0.01,-15.37,76801,2276.79,2213.68936
0.01,-15.37,76740,2283.14,2217.306289
0.01,-15.37,76722,2285.02,2220.714128
0.01,-15.9,76664,2291.07,2224.362165
0.01,-15.9,76669,2290.55,2227.588984
0.01,-15.37,76639,2293.68,2230.860905
0.01,-15.9,76610,2296.7,2234.022699
0.01,-15.9,76582,2299.63,2237.22208
0.01,-15.9,76555,2302.45,2240.352451
0.01,-15.9,76551,2302.87,2243.22613
0.01,-15.9,76524,2305.69,2246.096298
0.01,-15.9,76481,2310.18,2249.155886
0.01,-15.9,76435,2314.99,2252.401672
0.01,-15.9,76447,2313.74,2255.178265
0.01,-15.9,76421,2316.45,2257.968153
0.01,-15.9,76404,2318.23,2260.660489
0.01,-16.43,76377,2321.06,2263.328498
0.01,-15.9,76327,2326.29,2266.372757
0.01,-16.43,76309,2328.18,2269.184391
0.01,-16.43,76277,2331.53,2272.141219
0.01,-16.43,76249,2334.46,2275.056528
0,-16.43,76249,2334.46,2277.201721
0.01,-16.43,76248,2334.57,2279.661117
0.01,-15.9,76211,2338.45,2282.339534
0.01,-16.43,76175,2342.22,2285.055316
0.01,-16.43,76158,2344,2287.741523
0.01,-16.43,76111,2348.93,2290.644062
0.01,-16.43,76080,2352.19,2293.610129
0.01,-16.43,76075,2352.71,2296.314478
0.01,-16.96,76035,2356.91,2299.143297
0.01,-16.43,75989,2361.75,2302.277483
0.01,-16.96,75970,2363.74,2305.182769
0.01,-16.43,75976,2363.11,2307.85328
0.01,-16.43,75942,2366.69,2310.555441
0.01,-16.43,75899,2371.21,2313.507656
0.01,-16.96,75878,2373.42,2316.299568
0.01,-16.43,75840,2377.42,2319.342969
0.01,-16.43,75812,2380.36,2322.307286
0.01,-16.43,75784,2383.31,2325.322335
0.01,-16.96,75759,2385.94,2328.216401
0.01,-16.96,75712,2390.9,2331.390297
0.01,-16.43,75695,2392.69,2334.440094
0.01,-16.96,75672,2395.11,2337.360943
0.01,-16.96,75649,2397.54,2340.280213
0.01,-16.96,75615,2401.13,2343.250519
0.01,-16.43,75583,2404.5,2346.342074
0.01,-16.96,75559,2407.04,2349.274554
0.01,-16.43,75538,2409.25,2352.260887
0.01,-16.43,75515,2411.68,2355.117054
0.01,-16.43,75479,2415.48,2358.129031
0.01,-16.96,75464,2417.07,2360.905969
0.01,-16.96,75428,2420.87,2363.858859
0.01,-16.96,75389,2425,2366.902979
0.01,-16.96,75364,2427.64,2369.930874
0,-16.96,75364,2427.64,2372.172491
0.01,-16.96,75330,2431.24,2375.061477
0.01,-16.96,75305,2433.89,2377.905202
0.01,-16.96,75283,2436.22,2380.718566
0.01,-16.96,75250,2439.71,2383.601814
0.01,-16.96,75229,2441.93,2386.426831
0.01,-17.49,75196,2445.43,2389.271066
0.01,-16.96,75158,2449.46,2392.340667
0.01,-17.49,75145,2450.84,2395.116832
0.01,-16.96,75118,2453.7,2398.044092
0.01,-16.96,75080,2457.73,2401.008621
0.01,-16.96,75055,2460.39,2403.995421
0.01,-16.96,75038,2462.19,2406.829596
0.01,-16.96,75011,2465.06,2409.695271
0.01,-16.96,74991,2467.18,2412.474949
0.01,-16.96,74939,2472.71,2415.561214
0.01,-16.96,74930,2473.66,2418.413886
0.01,-17.49,74909,2475.89,2421.159852
0.01,-17.49,74881,2478.87,2423.969532
0.01,-17.49,74849,2482.28,2426.829232
0.01,-18.02,74847,2482.49,2429.370405
0.01,-18.02,74785,2489.09,2432.38512
0.01,-17.49,74773,2490.36,2435.24988
0.01,-17.49,74733,2494.62,2438.250814
0.01,-17.49,74702,2497.93,2441.294629
0.01,-17.49,74682,2500.06,2444.238514
0.01,-18.02,74651,2503.36,2447.172454
0.01,-17.49,74624,2506.24,2450.19434
0.01,-18.02,74589,2509.97,2453.180526
0.01,-17.49,74580,2510.93,2456.083394
0.01,-17.49,74544,2514.77,2459.012887
0.01,-18.02,74527,2516.59,2461.818615
0.01,-17.49,74490,2520.54,2464.817124
0,-17.49,74490,2520.54,2467.032805
0.01,-17.49,74478,2521.82,2469.637652
0.01,-17.49,74461,2523.64,2472.136161
0.01,-18.02,74406,2529.51,2474.967672
0.01,-17.49,74409,2529.19,2477.546192
0.01,-17.49,74372,2533.15,2480.237807
0.01,-17.49,74328,2537.85,2483.173545
0.01,-17.49,74319,2538.82,2485.8855
0.01,-17.49,74290,2541.92,2488.660068
0.01,-17.49,74269,2544.17,2491.374975
0.01,-17.49,74241,2547.17,2494.133229
0.01,-17.49,74211,2550.38,2496.940421
0.01,-17.49,74166,2555.2,2499.96703
0.01,-16.96,74155,2556.38,2502.851305
0.01,-17.49,74137,2558.31,2505.550204
0.01,-17.49,74098,2562.49,2508.468663
0.01,-16.96,74083,2564.1,2511.270345
0.01,-17.49,74039,2568.82,2514.211224
0.01,-16.96,74036,2569.14,2516.973906
0.01,-17.49,73990,2574.08,2519.857073
0.01,-16.96,73993,2573.76,2522.529907
0.01,-16.96,73952,2578.16,2525.317589
0.01,-16.96,73927,2580.85,2528.142052
0.01,-16.43,73918,2581.81,2530.803211
0.01,-17.49,73877,2586.22,2533.524492
0.01,-16.96,73849,2589.23,2536.418063
0.01,-16.96,73830,2591.28,2539.137278
0.01,-17.49,73808,2593.64,2541.822773
0.01,-16.96,73761,2598.7,2544.823262
0.01,-17.49,73741,2600.85,2547.636084
0.01,-16.96,73717,2603.44,2550.547962
0.01,-16.96,73715,2603.65,2553.101282
0.01,-16.96,73682,2607.21,2555.819284
0,-16.96,73682,2607.21,2557.824191
0.01,-16.96,73656,2610.01,2560.365681
0.01,-17.49,73617,2614.21,2563.00309
0.01,-16.96,73610,2614.97,2565.557362
0.01,-16.96,73572,2619.07,2568.215667
0.01,-16.96,73557,2620.69,2570.808269
0.01,-16.96,73514,2625.33,2573.600247
0.01,-17.49,73505,2626.3,2576.156872
0.01,-16.96,73470,2630.08,2578.938386
0.01,-16.96,73432,2634.18,2581.804003
0.01,-16.96,73414,2636.13,2584.60731
0.01,-17.49,73385,2639.26,2587.370581
0.01,-16.96,73367,2641.21,2590.155636
0.01,-16.96,73336,2644.56,2592.937769
0.01,-16.96,73323,2645.96,2595.616656
0.01,-16.96,73290,2649.53,2598.370839
0.01,-16.96,73275,2651.16,2601.021247
0.01,-16.43,73254,2653.43,2603.686767
0.01,-16.43,73229,2656.14,2606.328767
0.01,-16.43,73182,2661.23,2609.25264
0.01,-16.96,73177,2661.77,2611.850838
0.01,-16.96,73142,2665.56,2614.630143
0.01,-16.96,73117,2668.27,2617.370967
0.01,-16.43,73104,2669.68,2620.051402
0.01,-16.96,73067,2673.69,2622.771667
0.01,-16.96,73068,2673.58,2625.25977
0.01,-16.96,73030,2677.71,2627.892213
0.01,-16.43,73006,2680.31,2630.602585
0.01,-16.96,72981,2683.03,2633.210467
0.01,-16.96,72936,2687.91,2636.129821
0.01,-16.43,72940,2687.48,2638.705757
0.01,-16.43,72898,2692.04,2641.493396
0.01,-16.43,72883,2693.67,2644.158081
0,-16.43,72883,2693.67,2646.171895
0.01,-16.43,72858,2696.39,2648.663904
0.01,-15.9,72837,2698.67,2651.181643
0.01,-16.96,72804,2702.26,2653.67733
0.01,-15.9,72794,2703.35,2656.231195
0.01,-16.43,72761,2706.94,2658.717305
0.01,-15.9,72738,2709.45,2661.380048
0.01,-16.43,72716,2711.84,2663.853009
0.01,-16.96,72707,2712.82,2666.220705
0.01,-16.43,72677,2716.09,2668.722234
0.01,-16.43,72628,2721.43,2671.507412
0.01,-16.43,72605,2723.94,2674.271535
0.01,-16.43,72599,2724.59,2676.80796
0.01,-16.43,72558,2729.06,2679.559274
0.01,-16.43,72553,2729.61,2682.071035
0.01,-16.43,72521,2733.1,2684.698666
0.01,-15.9,72497,2735.72,2687.378291
0.01,-15.9,72476,2738.01,2689.985848
0.01,-16.43,72468,2738.89,2692.376519
0.01,-16.43,72419,2744.24,2695.112261
0.01,-16.43,72420,2744.13,2697.527393
0.01,-16.43,72375,2749.05,2700.230192
0.01,-16.43,72350,2751.78,2702.922221
0.01,-15.9,72327,2754.29,2705.662378
0.01,-16.43,72302,2757.03,2708.303041
0.01,-15.9,72288,2758.56,2710.947336
0.01,-16.43,72245,2763.27,2713.680368
0.01,-16.43,72247,2763.05,2716.180714
0.01,-15.9,72222,2765.79,2718.722534
0.01,-16.43,72200,2768.19,2721.188386
0.01,-16.43,72178,2770.6,2723.694819
0.01,-15.9,72157,2772.91,2726.214714
0.01,-15.9,72127,2776.19,2728.79943
0,-15.9,72127,2776.19,2730.768893
0.01,-15.9,72097,2779.48,2733.254081
0.01,-16.43,72046,2785.08,2736.002302
0.01,-15.9,72062,2783.32,2738.369911
0.01,-16.43,72023,2787.6,2740.834957
0.01,-15.9,71995,2790.67,2743.491932
0.01,-15.9,71983,2791.99,2745.929084
0.01,-15.9,71945,2796.16,2748.605019
0.01,-15.9,71914,2799.57,2751.32276
0.01,-15.9,71919,2799.02,2753.715391
0.01,-15.9,71896,2801.55,2756.119425
0.01,-15.9,71856,2805.94,2758.743369
0.01,-15.9,71847,2806.93,2761.189372
0.01,-15.9,71831,2808.69,2763.573224
0.01,-15.9,71798,2812.32,2766.090764
0.01,-15.9,71755,2817.06,2768.84427
0.01,-15.37,71742,2818.49,2771.509517
0.01,-15.9,71751,2817.5,2773.699372
0.01,-15.37,71721,2820.8,2776.133794
0.01,-15.9,71689,2824.32,2778.553454
0.01,-15.37,71670,2826.42,2781.081743
0.01,-15.9,71636,2830.16,2783.596204
0.01,-15.9,71614,2832.59,2786.192139
0.01,-15.37,71596,2834.57,2788.725545
0.01,-15.9,71560,2838.54,2791.354683
0.01,-15.9,71537,2841.08,2794.008109
0.01,-15.9,71527,2842.19,2796.476337
0.01,-15.37,71522,2842.74,2798.817871
0.01,-15.37,71485,2846.82,2801.305252
0.01,-15.9,71463,2849.25,2803.755906
0.01,-15.9,71443,2851.46,2806.205252
0.01,-15.9,71403,2855.88,2808.852944
0.01,-15.37,71384,2857.98,2811.503923
0,-15.37,71384,2857.98,2813.494524
0.01,-15.9,71367,2859.86,2815.806996
0.01,-15.37,71347,2862.07,2818.178587
0.01,-15.37,71323,2864.73,2820.54336
0.01,-15.9,71285,2868.93,2823.074218
0.01,-15.9,71270,2870.59,2825.531998
0.01,-15.9,71258,2871.92,2827.863569
0.01,-15.37,71229,2875.13,2830.357463
0.01,-15.9,71193,2879.12,2832.911076
0.01,-15.37,71188,2879.67,2835.371289
0.01,-15.37,71155,2883.33,2837.888845
0.01,-14.84,71147,2884.21,2840.33421
0.01,-15.37,71111,2888.2,2842.827154
0.01,-15.37,71093,2890.2,2845.340079
0.01,-15.37,71073,2892.42,2847.778677
0.01,-15.37,71051,2894.86,2850.247607
0.01,-15.37,71029,2897.3,2852.697577
0.01,-15.37,71020,2898.3,2855.007351
0.01,-15.37,70996,2900.96,2857.354357
0.01,-15.37,70950,2906.07,2859.998831
0.01,-15.37,70969,2903.96,2862.133881
0.01,-15.37,70922,2909.18,2864.613197
0.01,-15.37,70893,2912.41,2867.160466
0.01,-15.37,70901,2911.52,2869.35099
0.01,-15.37,70859,2916.19,2871.811067
0.01,-15.37,70841,2918.19,2874.219395
0.01,-14.84,70816,2920.97,2876.729701
0.01,-14.84,70790,2923.86,2879.241155
0.01,-15.37,70778,2925.2,2881.595165
0.01,-15.37,70756,2927.65,2883.985389
0.01,-15.37,70736,2929.87,2886.346429
0.01,-14.84,70696,2934.33,2888.997559
0.01,-15.37,70671,2937.12,2891.557818
0,-15.37,70671,2937.12,2893.583312
0.01,-15.37,70658,2938.56,2895.858043
0.01,-15.37,70631,2941.57,2898.228068
0.01,-15.37,70598,2945.25,2900.729552
0.01,-14.84,70583,2946.93,2903.204345
0.01,-15.37,70570,2948.38,2905.477089
0.01,-14.84,70545,2951.17,2907.926469
0.01,-14.84,70536,2952.17,2910.148864
0.01,-14.84,70515,2954.52,2912.438043
0.01,-14.84,70479,2958.54,2914.882189
0.01,-14.84,70474,2959.09,2917.144532
0.01,-15.37,70462,2960.43,2919.249086
0.01,-14.84,70403,2967.03,2921.933585
0.01,-14.84,70395,2967.92,2924.355418
0.01,-14.84,70381,2969.49,2926.733717
0.01,-15.37,70346,2973.4,2929.191141
0.01,-14.84,70338,2974.3,2931.592016
0.01,-14.84,70309,2977.54,2934.017373
0.01,-14.84,70284,2980.34,2936.52236
0.01,-14.84,70253,2983.81,2939.102669
0.01,-15.37,70217,2987.84,2941.79139
0.01,-14.84,70242,2985.04,2943.978588
0.01,-14.84,70211,2988.51,2946.263535
0.01,-14.84,70166,2993.56,2948.867697
0.01,-14.84,70160,2994.23,2951.245197
0.01,-14.84,70129,2997.71,2953.755427
0.01,-14.84,70113,2999.5,2956.177643
0.01,-14.84,70072,3004.1,2958.838337
0.01,-14.84,70069,3004.44,2961.241322
0.01,-14.84,70060,3005.45,2963.507224
0.01,-14.84,70017,3010.27,2966.043514
0.01,-14.84,70004,3011.73,2968.46281
0.01,-14.84,69992,3013.08,2970.772447
0,-14.84,69992,3013.08,2972.52101
0.01,-14.31,69967,3015.89,2974.784255
0.01,-14.84,69945,3018.36,2976.965299
0.01,-14.84,69929,3020.16,2979.178027
0.01,-14.84,69907,3022.63,2981.380959
0.01,-14.84,69881,3025.56,2983.689885
0.01,-14.31,69867,3027.13,2985.963183
0.01,-14.84,69849,3029.15,2988.131657
0.01,-14.84,69797,3035.01,2990.745081
0.01,-14.84,69811,3033.43,2992.874847
0.01,-14.84,69770,3038.05,2995.302652
0.01,-14.84,69745,3040.86,2997.748404
0.01,-14.84,69746,3040.75,2999.937315
0.01,-14.31,69726,3043,3002.189509
0.01,-14.84,69682,3047.96,3004.639716
0.01,-14.31,69685,3047.62,3006.904409
0.01,-14.84,69663,3050.1,3009.072533
0.01,-14.31,69639,3052.81,3011.435099
0.01,-14.31,69621,3054.84,3013.678193
0.01,-14.31,69600,3057.21,3015.990625
0.01,-14.31,69568,3060.82,3018.407434
0.01,-14.31,69576,3059.92,3020.492286
0.01,-14.84,69525,3065.67,3022.906418
0.01,-14.31,69507,3067.71,3025.371505
0.01,-14.31,69491,3069.51,3027.7081
0.01,-14.31,69453,3073.81,3030.288599
0.01,-14.31,69444,3074.83,3032.673943
0.01,-14.31,69432,3076.18,3034.969184
0.01,-14.31,69409,3078.78,3037.287895
0.01,-14.31,69391,3080.82,3039.583621
0.01,-14.31,69365,3083.76,3041.945555
0.01,-14.31,69360,3084.33,3044.119153
0.01,-14.31,69330,3087.72,3046.427413
0,-14.31,69330,3087.72,3048.181226
0.01,-14.31,69301,3091,3050.431082
0.01,-14.31,69300,3091.12,3052.441735
0.01,-14.31,69272,3094.29,3054.594528
0.01,-14.31,69241,3097.8,3056.884384
0.01,-13.78,69228,3099.27,3059.150047
0.01,-14.31,69209,3101.42,3061.31055
0.01,-13.78,69176,3105.17,3063.757634
0.01,-14.31,69157,3107.32,3066.038581
0.01,-14.31,69139,3109.36,3068.379351
0.01,-14.31,69129,3110.5,3070.540583
0.01,-14.31,69129,3110.5,3072.511863
0.01,-14.31,69055,3118.9,3075.14991
0.01,-14.31,69069,3117.31,3077.337696
0.01,-13.78,69037,3120.94,3079.743022
0.01,-14.31,69028,3121.96,3081.902044
0.01,-14.31,68997,3125.48,3084.2724
0.01,-14.31,68972,3128.32,3086.649341
0.01,-14.31,68960,3129.69,3088.944348
0.01,-14.31,68927,3133.44,3091.379157
0.01,-13.78,68936,3132.42,3093.510844
0.01,-14.31,68898,3136.74,3095.785039
0.01,-14.31,68874,3139.47,3098.163088
0.01,-13.78,68857,3141.4,3100.515242
0.01,-14.31,68848,3142.43,3102.656086
0.01,-13.78,68840,3143.34,3104.774041
0.01,-13.78,68809,3146.87,3106.981135
0.01,-13.78,68784,3149.72,3109.294895
0.01,-14.31,68761,3152.34,3111.559335
0.01,-14.31,68739,3154.84,3113.901384
0.01,-14.31,68713,3157.81,3116.276395
0.01,-14.31,68713,3157.81,3118.419122
0.01,-13.78,68677,3161.91,3120.820695
0,-13.78,68677,3161.91,3122.632424
0.01,-13.78,68662,3163.62,3124.77671
0.01,-13.78,68657,3164.19,3126.732394
0.01,-13.78,68631,3167.16,3128.819223
0.01,-14.31,68608,3169.79,3130.896747
0.01,-13.78,68581,3172.87,3133.184739
0.01,-13.78,68562,3175.04,3135.395197
0.01,-13.78,68561,3175.15,3137.426355
0.01,-13.78,68522,3179.61,3139.695503
0.01,-13.78,68519,3179.95,3141.771611
0.01,-13.78,68495,3182.69,3143.918195
0.01,-13.78,68463,3186.35,3146.227639
0.01,-13.78,68445,3188.41,3148.50657
0.01,-13.78,68435,3189.55,3150.667667
0.01,-13.78,68415,3191.84,3152.844354
0.01,-13.78,68391,3194.59,3155.08232
0.01,-13.78,68365,3197.56,3157.397867
0.01,-13.78,68342,3200.2,3159.745052
0.01,-13.78,68347,3199.62,3161.782463
0.01,-13.78,68318,3202.94,3163.964065
0.01,-13.78,68281,3207.18,3166.359349
0.01,-13.78,68271,3208.33,3168.619938
0.01,-13.78,68239,3212,3171.03091
0.01,-13.78,68237,3212.23,3173.205311
0.01,-13.78,68220,3214.18,3175.363059
0.01,-13.78,68196,3216.93,3177.582388
0.01,-13.78,68178,3218.99,3179.787149
0.01,-13.78,68162,3220.83,3181.953555
0.01,-13.78,68156,3221.52,3183.966575
0.01,-13.78,68127,3224.85,3186.124776
0.01,-13.78,68097,3228.29,3188.417332
0.01,-13.78,68072,3231.16,3190.770052
0.01,-13.78,68072,3231.16,3192.871672
0,-13.78,68072,3231.16,3194.467037
0.01,-13.78,68051,3233.58,3196.46141
0.01,-13.78,68009,3238.4,3198.748327
0.01,-13.78,67998,3239.67,3200.928887
0.01,-13.78,67970,3242.89,3203.220063
0.01,-13.78,67950,3245.19,3205.509507
0.01,-13.25,67947,3245.53,3207.650466
0.01,-13.78,67938,3246.57,3209.585584
0.01,-13.25,67903,3250.6,3211.862763
0.01,-13.78,67878,3253.47,3214.068957
0.01,-13.25,67888,3252.32,3216.060892
0.01,-13.25,67862,3255.32,3218.079763
0.01,-13.25,67826,3259.46,3220.376794
0.01,-13.25,67812,3261.08,3222.564811
0.01,-13.25,67804,3262,3224.642185
0.01,-13.25,67783,3264.42,3226.745575
0.01,-13.25,67753,3267.88,3229.000858
0.01,-13.25,67738,3269.61,3231.1928
0.01,-13.25,67708,3273.07,3233.523466
0.01,-13.25,67712,3272.61,3235.551796
0.01,-13.25,67694,3274.68,3237.595839
0.01,-13.25,67661,3278.49,3239.82412
0.01,-13.25,67659,3278.72,3241.841149
0.01,-13.25,67632,3281.84,3243.980449
0.01,-13.25,67627,3282.42,3245.952369
0.01,-13.25,67606,3284.84,3247.980831
0.01,-13.25,67568,3289.23,3250.257864
0.01,-13.25,67560,3290.16,3252.388923
0.01,-13.25,67523,3294.44,3254.750268
0.01,-13.25,67516,3295.25,3256.93923
0.01,-13.25,67499,3297.21,3259.110109
0.01,-13.25,67490,3298.25,3261.158842
0.01,-13.25,67458,3301.95,3263.388291
0,-13.25,67458,3301.95,3265.092389
0.01,-13.25,67446,3303.34,3267.071099
0.01,-13.25,67417,3306.7,3269.186186
0.01,-13.25,67382,3310.75,3271.51262
0.01,-13.25,67397,3309.02,3273.400627
0.01,-13.25,67376,3311.45,3275.361893
0.01,-13.25,67353,3314.11,3277.393972
0.01,-13.25,67358,3313.53,3279.156626
0.01,-13.25,67336,3316.08,3281.011766
0.01,-13.25,67288,3321.65,3283.26168
0.01,-13.25,67293,3321.07,3285.206924
0.01,-12.72,67265,3324.31,3287.35723
0.01,-13.25,67257,3325.24,3289.278798
0.01,-13.25,67248,3326.29,3291.176614
0.01,-12.72,67209,3330.81,3293.374161
0.01,-12.72,67185,3333.6,3295.616504
0.01,-13.25,67174,3334.88,3297.706542
0.01,-13.25,67152,3337.43,3299.878595
0.01,-13.25,67135,3339.41,3302.00855
0.01,-13.25,67119,3341.26,3304.123467
0.01,-12.72,67102,3343.24,3306.273068
0.01,-13.25,67082,3345.56,3308.352788
0.01,-12.72,67071,3346.84,3310.461051
0.01,-13.25,67035,3351.03,3312.662525
0.01,-13.25,67023,3352.43,3314.854091
0.01,-13.25,67002,3354.87,3317.024704
0.01,-13.25,66996,3355.57,3319.068255
0.01,-13.25,66989,3356.38,3320.968317
0.01,-12.72,66978,3357.66,3322.876235
0.01,-13.25,66944,3361.62,3324.905094
0.01,-12.72,66927,3363.6,3327.047048
0.01,-13.25,66916,3364.88,3328.967468
0.01,-12.72,66904,3366.28,3330.976857
0,-12.72,66904,3366.28,3332.414688
0.01,-12.72,66865,3370.82,3334.532709
0.01,-12.72,66864,3370.94,3336.388926
0.01,-13.25,66856,3371.87,3338.129833
0.01,-12.72,66813,3376.89,3340.295832
0.01,-12.72,66806,3377.7,3342.266812
0.01,-12.72,66781,3380.62,3344.373576
0.01,-12.72,66756,3383.54,3346.542499
0.01,-12.72,66740,3385.4,3348.690845
0.01,-12.72,66739,3385.52,3350.615812
0.01,-12.72,66709,3389.02,3352.718119
0.01,-12.72,66693,3390.89,3354.787883
0.01,-13.25,66685,3391.82,3356.686246
0.01,-12.72,66669,3393.69,3358.676983
0.01,-13.25,66652,3395.68,3360.554467
0.01,-12.72,66629,3398.37,3362.650756
0.01,-12.72,66607,3400.94,3364.714233
0.01,-12.72,66611,3400.47,3366.561757
0.01,-12.72,66576,3404.56,3368.622371
0.01,-12.72,66551,3407.49,3370.788364
0.01,-12.72,66537,3409.13,3372.886519
0.01,-12.72,66535,3409.36,3374.794615
0.01,-12.72,66505,3412.87,3376.873254
0.01,-12.72,66482,3415.57,3379.014999
0.01,-12.72,66479,3415.92,3380.966319
0.01,-12.72,66455,3418.73,3383.013302
0.01,-12.72,66430,3421.66,3385.150585
0.01,-12.72,66418,3423.06,3387.209873
0.01,-12.72,66396,3425.64,3389.324794
0.01,-12.72,66370,3428.69,3391.535906
0.01,-12.72,66362,3429.63,3393.60926
0.01,-12.72,66358,3430.1,3395.5156
0.01,-12.72,66346,3431.5,3397.373417
0,-12.72,66346,3431.5,3398.772891
0.01,-12.19,66332,3433.15,3400.544096
0.01,-12.72,66296,3437.37,3402.475485
0.01,-12.72,66295,3437.49,3404.279207
0.01,-12.72,66279,3439.37,3406.059708
0.01,-12.72,66241,3443.83,3408.150403
0.01,-12.72,66227,3445.47,3410.174899
0.01,-12.72,66214,3447,3412.159196
0.01,-12.72,66193,3449.47,3414.188723
0.01,-12.72,66182,3450.76,3416.144166
0.01,-12.72,66170,3452.17,3418.042622
0.01,-12.19,66157,3453.7,3419.962937
0.01,-12.72,66124,3457.58,3421.998441
0.01,-12.72,66100,3460.4,3424.172742
0.01,-12.72,66088,3461.81,3426.227665
0.01,-12.72,66074,3463.46,3428.263028
0.01,-12.72,66036,3467.93,3430.541179
0.01,-12.72,66046,3466.75,3432.45532
0.01,-12.19,66019,3469.93,3434.564037
0.01,-12.19,66020,3469.82,3436.396649
0.01,-12.19,65995,3472.76,3438.377842
0.01,-12.19,65975,3475.12,3440.379766
0.01,-12.72,65962,3476.65,3442.286808
0.01,-12.19,65935,3479.83,3444.417113
0.01,-12.72,65915,3482.19,3446.45568
0.01,-12.19,65909,3482.9,3448.48152
0.01,-12.19,65906,3483.25,3450.252017
0.01,-12.72,65882,3486.08,3452.133817
0.01,-12.19,65859,3488.79,3454.164932
0.01,-12.19,65837,3491.39,3456.216482
0.01,-12.19,65828,3492.45,3458.185848
0.01,-12.19,65802,3495.52,3460.258727
0.01,-12.19,65791,3496.82,3462.254976
0,-12.19,65791,3496.82,3463.777838
0.01,-12.19,65791,3496.82,3465.421216
0.01,-12.19,65765,3499.89,3467.212791
0.01,-12.19,65733,3503.67,3469.221463
0.01,-12.72,65733,3503.67,3470.955692
0.01,-12.19,65713,3506.04,3472.860874
0.01,-12.72,65706,3506.86,3474.533501
0.01,-12.19,65690,3508.75,3476.369955
0.01,-12.72,65657,3512.66,3478.285349
0.01,-12.19,65642,3514.43,3480.330329
0.01,-12.19,65631,3515.73,3482.205663
0.01,-12.19,65603,3519.05,3484.291885
0.01,-12.19,65597,3519.76,3486.192479
0.01,-12.19,65586,3521.06,3488.057283
0.01,-12.19,65571,3522.84,3489.899321
0.01,-12.19,65533,3527.34,3492.034003
0.01,-12.19,65521,3528.76,3494.079953
0.01,-12.19,65515,3529.47,3495.991005
0.01,-12.19,65493,3532.08,3497.973938
0.01,-12.19,65490,3532.43,3499.785476
0.01,-12.19,65470,3534.8,3501.661148
0.01,-12.19,65452,3536.94,3503.563642
0.01,-12.19,65421,3540.61,3505.655454
0.01,-12.19,65410,3541.92,3507.658418
0.01,-12.19,65405,3542.51,3509.515193
0.01,-12.19,65396,3543.58,3511.290939
0.01,-12.19,65376,3545.95,3513.134532
0.01,-12.19,65365,3547.26,3514.922012
0.01,-12.19,65346,3549.51,3516.764054
0.01,-12.19,65322,3552.36,3518.712775
0.01,-12.19,65294,3555.69,3520.80654
0.01,-12.19,65279,3557.47,3522.862856
0.01,-12.19,65271,3558.42,3524.802235
0,-12.19,65271,3558.42,3526.286642
0.01,-12.19,65246,3561.4,3528.197805
0.01,-12.19,65233,3562.94,3530.059263
0.01,-12.19,65230,3563.3,3531.771654
0.01,-12.19,65207,3566.03,3533.593789
0.01,-12.19,65180,3569.25,3535.565021
0.01,-12.19,65164,3571.15,3537.526352
0.01,-12.19,65167,3570.79,3539.244214
0.01,-12.19,65137,3574.36,3541.164496
0.01,-12.19,65124,3575.91,3543.041353
0.01,-12.19,65127,3575.55,3544.687092
0.01,-12.19,65084,3580.67,3546.706401
0.01,-11.66,65085,3580.56,3548.54906
0.01,-12.19,65088,3580.2,3550.075129
0.01,-12.19,65061,3583.42,3551.844916
0.01,-12.19,65032,3586.87,3553.757058
0.01,-12.19,65021,3588.18,3555.627668
0.01,-12.19,65014,3589.02,3557.377391
0.01,-12.19,64997,3591.04,3559.169247
0.01,-12.19,64957,3595.82,3561.271535
0.01,-12.19,64963,3595.1,3563.072403
0.01,-12.19,64943,3597.49,3564.942034
